,country,state,city,price
124,India,Haryana,Nuh,97.02
125,India,Haryana,Palwal,97.32
126,India,Haryana,Panchkula,97.69
127,India,Haryana,Panipat,96.33
128,India,Haryana,Rewari,96.51
129,India,Haryana,Rohtak,97.12
130,India,Haryana,Sirsa,98.1
131,India,Haryana,Sonepat,96.82
132,India,Haryana,Yamuna Nagar,97.12
133,India,Himachal Pradesh,Bilaspur,88.38
134,India,Himachal Pradesh,Chamba,89.5
135,India,Himachal Pradesh,Hamirpur,88.23
136,India,Himachal Pradesh,Kullu,89.49
137,India,Himachal Pradesh,Mandi,88.77
138,India,Himachal Pradesh,Nahan,89.07
139,India,Himachal Pradesh,Shimla,89.4
140,India,Himachal Pradesh,Solan,88.84
141,India,Himachal Pradesh,Una,87.75
142,India,Jammu and Kashmir,Anantnag,93.03
143,India,Jammu and Kashmir,Badgam,93.82
144,India,Jammu and Kashmir,Doda,93.31
145,India,Jammu and Kashmir,Jammu,90.25
146,India,Jammu and Kashmir,Kargil,93.43
147,India,Jammu and Kashmir,Kathua,90.92
148,India,Jammu and Kashmir,Kishtwar,92.81
149,India,Jammu and Kashmir,Kupwara,94.58
150,India,Jammu and Kashmir,Leh,95.53
151,India,Jammu and Kashmir,Poonch,92.92
152,India,Jammu and Kashmir,Rajauri,91.91
153,India,Jammu and Kashmir,Samba,90.51
154,India,Jammu and Kashmir,Shopian,93.57
155,India,Jammu and Kashmir,Srinagar,93.8
156,India,Jammu and Kashmir,Udhampur,90.92
157,India,Jharkhand,Bokaro,102.19
158,India,Jharkhand,Chaibasa,102.43
159,India,Jharkhand,Daltonganj,103.86
160,India,Jharkhand,Deoghar,101.67
161,India,Jharkhand,Dhanbad,101.9
162,India,Jharkhand,Dumka,102.24
163,India,Jharkhand,Garhwa,104.24
164,India,Jharkhand,Giridih,102.73
165,India,Jharkhand,Godda,102.34
166,India,Jharkhand,Gumla,102.83
167,India,Jharkhand,Hazaribagh,103.14
168,India,Jharkhand,Jamshedpur,101.91
169,India,Jharkhand,Koderma,102.85
170,India,Jharkhand,Lohardaga,102.87
171,India,Jharkhand,Pakur,103.19
172,India,Jharkhand,Ramgarh,102.51
173,India,Jharkhand,Ranchi,102
174,India,Jharkhand,Seraikela,102.18
175,India,Karnataka,Bagalkot,95.23
176,India,Karnataka,Ballari,96.51
177,India,Karnataka,Belgaum,94.58
178,India,Karnataka,Bengaluru,94.78
179,India,Karnataka,Bidar,95.52
180,India,Karnataka,Chamarajanagar,94.82
181,India,Karnataka,Chickmagaluru,96.01
182,India,Karnataka,Chikkaballapura,94.83
183,India,Karnataka,Chitradurga,96.2
184,India,Karnataka,Davangere,96.22
185,India,Karnataka,Dharwad,94.56
186,India,Karnataka,Gadag,95.04
187,India,Karnataka,Gulbarga,94.55
188,India,Karnataka,Hassan,94.46
189,India,Karnataka,Haveri,95.19
190,India,Karnataka,Karwar,59.58
191,India,Karnataka,Kolar,94.66
192,India,Karnataka,Koppal,95.61
193,India,Karnataka,Mandya,94.59
194,India,Karnataka,Mangalore,94.01
195,India,Karnataka,Mysore,94.34
196,India,Karnataka,Raichur,94.65
197,India,Karnataka,Ramanagara,95.09
198,India,Karnataka,Shimoga,96.02
199,India,Karnataka,Tumakuru,95.21
200,India,Karnataka,Udupi,94.26
201,India,Karnataka,Yadgir,95.06
202,India,Kerala,Alappuzha,102.38
203,India,Kerala,Kakkanad,101.94
204,India,Kerala,Kalpetta,103.05
205,India,Kerala,Kannur,102.2
206,India,Kerala,Kasaragod,103.09
207,India,Kerala,Kollam,103.27
208,India,Kerala,Kottayam,102.41
209,India,Kerala,Kozhikode,102.24
210,India,Kerala,Malappuram,102.7
211,India,Kerala,Palakkad,103.14
212,India,Kerala,Pandakkal,90.26
213,India,Kerala,Pathanamthitta,102.96
214,India,Kerala,Thrissur,102.54
215,India,Kerala,Trivandrum,103.93
216,India,Madhya Pradesh,Alirajpur,102.86
217,India,Madhya Pradesh,Ashoknagar,101.46
218,India,Madhya Pradesh,Balaghat,103.26
219,India,Madhya Pradesh,Barwani,102.6
220,India,Madhya Pradesh,Betul,101.6
221,India,Madhya Pradesh,Bhind,101.59
222,India,Madhya Pradesh,Bhopal,101.14
223,India,Madhya Pradesh,Burhanpur,102.83
224,India,Madhya Pradesh,Chhatarpur,102.43
225,India,Madhya Pradesh,Chhindwara,103
226,India,Madhya Pradesh,Damoh,101.66
227,India,Madhya Pradesh,Datia,101.75
228,India,Madhya Pradesh,Dewas,101.16
229,India,Madhya Pradesh,Dhar,101.8
230,India,Madhya Pradesh,Dindori,103.58
231,India,Madhya Pradesh,Guna,101.96
232,India,Madhya Pradesh,Gwalior,100.94
233,India,Madhya Pradesh,Harda,101.61
234,India,Madhya Pradesh,Hoshangabad,100.89
235,India,Madhya Pradesh,Indore,101.15
236,India,Madhya Pradesh,Jabalpur,101.14
237,India,Madhya Pradesh,Jhabua,102.05
238,India,Madhya Pradesh,Katni,102.06
239,India,Madhya Pradesh,Khandwa,102.52
240,India,Madhya Pradesh,Khargone,102.57
241,India,Madhya Pradesh,Mandla,102.03
242,India,Madhya Pradesh,Mandsaur,101.66
243,India,Madhya Pradesh,Morena,100.99
244,India,Madhya Pradesh,Narsinghpur,101.46
245,India,Madhya Pradesh,Neemuch,102.2
246,India,Madhya Pradesh,Panna,103.02
247,India,Madhya Pradesh,Raisen,101.32
248,India,Madhya Pradesh,Rajgarh,101.97
249,India,Madhya Pradesh,Ratlam,100.97
250,India,Madhya Pradesh,Rewa,103.4
251,India,Madhya Pradesh,Sagar,101.11
252,India,Madhya Pradesh,Satna,103.06
253,India,Madhya Pradesh,Sehore,100.97
254,India,Madhya Pradesh,Seoni,102.44
255,India,Madhya Pradesh,Shahdol,103.38
256,India,Madhya Pradesh,Shajapur,101.77
257,India,Madhya Pradesh,Sheopur,62.82
258,India,Madhya Pradesh,Shivpuri,102.63
259,India,Madhya Pradesh,Sidhi,102.25
260,India,Madhya Pradesh,Singrauli,101.21
261,India,Madhya Pradesh,Tikamgarh,101.87
262,India,Madhya Pradesh,Ujjain,101.5
263,India,Madhya Pradesh,Umaria,102.63
264,India,Madhya Pradesh,Vidisha,101.57
265,India,Maharashtra,Ahmednagar,102.71
266,India,Maharashtra,Akola,102.91
267,India,Maharashtra,Alibag,103.22
268,India,Maharashtra,Amravati,103.88
269,India,Maharashtra,Aurangabad,106.4
270,India,Maharashtra,Beed,104.16
271,India,Maharashtra,Bhandara,103.5
272,India,Maharashtra,Buldhana,104.78
273,India,Maharashtra,Chandrapur,102.99
274,India,Maharashtra,Dhule,102.84
275,India,Maharashtra,Gadchiroli,103.76
276,India,Maharashtra,Gondia,104.45
277,India,Maharashtra,Hingoli,104.11
278,India,Maharashtra,Jalgaon,104.34
279,India,Maharashtra,Jalna,104.51
280,India,Maharashtra,Kolhapur,103.33
281,India,Maharashtra,Latur,104.15
282,India,Maharashtra,Mumbai,104.75
283,India,Maharashtra,Nagpur,102.88
284,India,Maharashtra,Nanded,105.39
285,India,Maharashtra,Nandurbar,103.76
286,India,Maharashtra,Nashik,103.5
287,India,Maharashtra,Navi Mumbai,54.59
288,India,Maharashtra,Osmanabad,103.47
289,India,Maharashtra,Parbhani,106.03
290,India,Maharashtra,Pimpri,102.78
291,India,Maharashtra,Pune,102.66
292,India,Maharashtra,Ratnagiri,104.34
293,India,Maharashtra,Sangli,102.88
294,India,Maharashtra,Satara,103.69
295,India,Maharashtra,Solapur,102.98
296,India,Maharashtra,Thane,104.85
297,India,Maharashtra,Wardha,103.55
298,India,Maharashtra,Washim,103.66
299,India,Manipur,Imphal,93.99
300,India,Meghalaya,Jowai,90.06
301,India,Meghalaya,Nongstoin,90.31
302,India,Meghalaya,Shillong,89.54
303,India,Meghalaya,Tura,89.69
304,India,Mizoram,Aizwal,88.52
305,India,Nagaland,Dimapur,93.71
306,India,Nagaland,Kohima,94.6
307,India,Odisha,Angul,103.54
308,India,Odisha,Balangir,104
309,India,Odisha,Balasore,102.22
310,India,Odisha,Bargarh,103.17
311,India,Odisha,Baripada,102.72
312,India,Odisha,Bhadrak,102.76
313,India,Odisha,Bhawanipatna,105.09
314,India,Odisha,Bhubhaneswar,102.22
315,India,Odisha,Cuttack,102.53
316,India,Odisha,Dhenkanal,102.9
317,India,Odisha,Gajapati,104.6
318,India,Odisha,Jharsuguda,102.27
319,India,Odisha,Kendujhar,103.73
320,India,Odisha,Koraput,106.88
321,India,Odisha,Malkangiri,107.6
322,India,Odisha,Nayagarh,102.65
323,India,Odisha,Phulbani,103.85
324,India,Odisha,Puri,102.47
325,India,Odisha,Rayagada,105.75
326,India,Odisha,Sambalpur,102.79
327,India,Odisha,Sundargarh,102.35
328,India,Pondicherry,Pondicherry,93
329,India,Puducherry,Karaikal,55.17
330,India,Puducherry,Yanam,93.11
331,India,Punjab,Amritsar,93.89
332,India,Punjab,Barnala,93.4
333,India,Punjab,Bathinda,93.14
334,India,Punjab,Faridkot,93.79
335,India,Punjab,Fazilka,93.95
336,India,Punjab,Firozpur,94.05
337,India,Punjab,Gurdaspur,93.95
338,India,Punjab,Hoshiarpur,93.45
339,India,Punjab,Jalandhar,93.23
340,India,Punjab,Kapurthala,93.39
341,India,Punjab,Ludhiana,93.75
342,India,Punjab,Mansa,74.31
343,India,Punjab,Moga,94.02
344,India,Punjab,Mohali,94.19
345,India,Punjab,Muktsar,93.6
346,India,Punjab,Pathankot,94.02
347,India,Punjab,Patiala,93.67
348,India,Punjab,Sangrur,93.16
349,India,Punjab,Shahid Bhagat Singh Nagar,93.6
350,India,Punjab,Tarn Taran Sahib,93.85
351,India,Rajasthan,Ajmer,100.54
352,India,Rajasthan,Alwar,101.56
353,India,Rajasthan,Banswara,102.33
354,India,Rajasthan,Baran,100.96
355,India,Rajasthan,Barmer,102.49
356,India,Rajasthan,Bharatpur,100.51
357,India,Rajasthan,Bhilwara,101.1
358,India,Rajasthan,Bikaner,103.26
359,India,Rajasthan,Bundi,100.74
360,India,Rajasthan,Chittorgarh,100.57
361,India,Rajasthan,Churu,102.64
362,India,Rajasthan,Dausa,101.69
363,India,Rajasthan,Dholpur,101.38
364,India,Rajasthan,Dungarpur,102.54
365,India,Rajasthan,Ganganagar,105.28
366,India,Rajasthan,Hanumangarh,104.64
367,India,Rajasthan,Jaipur,100.91
368,India,Rajasthan,Jaisalmer,103.42
369,India,Rajasthan,Jalore,101.83
370,India,Rajasthan,Jhunjhunu,102.5
371,India,Rajasthan,Jodhpur,100.75
372,India,Rajasthan,Karauli,101.48
373,India,Rajasthan,Kota,100.43
374,India,Rajasthan,Nagaur,102.32
375,India,Rajasthan,Pali,101.31
376,India,Rajasthan,Sawai Madhopur,102.43
377,India,Rajasthan,Sikar,101.77
378,India,Rajasthan,Sirohi,102.62
379,India,Rajasthan,Tonk,101.65
380,India,Rajasthan,Udaipur,101.63
381,India,Sikkim,Gangtok,96.4
382,India,Sikkim,Geyzing,96.4
383,India,Sikkim,Namchi,96.4
384,India,Tamil Nadu,Ariyalur,101.89
385,India,Tamil Nadu,Chennai,100.92
386,India,Tamil Nadu,Coimbatore,101.37
387,India,Tamil Nadu,Cuddalore,102.96
388,India,Tamil Nadu,Dharmapuri,102.09
389,India,Tamil Nadu,Dindigul,101.82
390,India,Tamil Nadu,Erode,101.36
391,India,Tamil Nadu,Kanchipuram,101.63
392,India,Tamil Nadu,Karur,101.23
393,India,Tamil Nadu,Madurai,101.53
394,India,Tamil Nadu,Nagapattinam,102.35
395,India,Tamil Nadu,Nagercoil,101.87
396,India,Tamil Nadu,Namakkal,101.57
397,India,Tamil Nadu,Ooty,102.8
398,India,Tamil Nadu,Perambalur,101.8
399,India,Tamil Nadu,Pudukkottai,101.8
400,India,Tamil Nadu,Ramanathapuram,102.41
401,India,Tamil Nadu,Salem,101.7
402,India,Tamil Nadu,Sivaganga,101.76
403,India,Tamil Nadu,Thanjavur,101.56
404,India,Tamil Nadu,Theni,101.96
405,India,Tamil Nadu,Thiruvallur,101.23
406,India,Tamil Nadu,Thoothukudi,101.28
407,India,Tamil Nadu,Tiruchirappalli,101.39
408,India,Tamil Nadu,Tirunelveli,101.26
409,India,Tamil Nadu,Tiruppur,101.5
410,India,Tamil Nadu,Tiruvannamalai,102.68
411,India,Tamil Nadu,Tiruvarur,102.1
412,India,Tamil Nadu,Vellore,102.2
413,India,Tamil Nadu,Viluppuram,102.55
414,India,Tamil Nadu,Virudhunagar,101.63
415,India,Telangana,Adilabad,107.62
416,India,Telangana,Karimnagar,105.63
417,India,Telangana,Khammam,105.52
418,India,Telangana,Mahabubnagar,106.3
419,India,Telangana,Nalgonda,105.4
420,India,Telangana,Nizamabad,107.2
421,India,Telangana,Sangareddy,105.83
422,India,Telangana,Warangal,105
423,India,Tripura,Agartala,95.28
424,India,Uttar Pradesh,Agra,96.57
425,India,Uttar Pradesh,Akbarpur,96.64
426,India,Uttar Pradesh,Aligarh,96.95
427,India,Uttar Pradesh,Allahabad,96.77
428,India,Uttar Pradesh,Auraiya,97.15
429,India,Uttar Pradesh,Bagpat,96.87
430,India,Uttar Pradesh,Bahraich,97.33
431,India,Uttar Pradesh,Ballia,97.98
432,India,Uttar Pradesh,Balrampur,96.97
433,India,Uttar Pradesh,Banda,97.67
434,India,Uttar Pradesh,Barabanki,96.89
435,India,Uttar Pradesh,Bareilly,96.92
436,India,Uttar Pradesh,Basti,97.49
437,India,Uttar Pradesh,Bijnor,96.63
438,India,Uttar Pradesh,Budaun,96.67
439,India,Uttar Pradesh,Bulandshahr,97.5
440,India,Uttar Pradesh,Chandauli,96.8
441,India,Uttar Pradesh,Deoria,96.74
442,India,Uttar Pradesh,Etah,96.76
443,India,Uttar Pradesh,Etawah,97.18
444,India,Uttar Pradesh,Faizabad,97.09
445,India,Uttar Pradesh,Fatehpur,65.52
446,India,Uttar Pradesh,Firozabad,96.37
447,India,Uttar Pradesh,Gauriganj,97.71
448,India,Uttar Pradesh,Ghaziabad,96.8
449,India,Uttar Pradesh,Ghazipur,97.67
450,India,Uttar Pradesh,Gonda,96.71
451,India,Uttar Pradesh,Gorakhpur,97.02
452,India,Uttar Pradesh,Hardoi,97.07
453,India,Uttar Pradesh,Jaunpur,97.7
454,India,Uttar Pradesh,Jhansi,96.44
455,India,Uttar Pradesh,Jyotiba Phule Nagar,97.19
456,India,Uttar Pradesh,Kannauj,97.2
457,India,Uttar Pradesh,Kanpur,96.5
458,India,Uttar Pradesh,Kasganj,97.06
459,India,Uttar Pradesh,Kaushambi,97.03
460,India,Uttar Pradesh,Kushinagar,97.16
461,India,Uttar Pradesh,Lakhimpur Kheri,97.5
462,India,Uttar Pradesh,Lalitpur,97.48
463,India,Uttar Pradesh,Lucknow,96.81
464,India,Uttar Pradesh,Mahamaya Nagar,96.68
465,India,Uttar Pradesh,Maharajganj,97.17
466,India,Uttar Pradesh,Mahoba,97.89
467,India,Uttar Pradesh,Mainpuri,97.05
468,India,Uttar Pradesh,Mathura,96.21
469,India,Uttar Pradesh,Mau,97.5
470,India,Uttar Pradesh,Meerut,96.58
471,India,Uttar Pradesh,Mirzapur,97.26
472,India,Uttar Pradesh,Moradabad,97.33
473,India,Uttar Pradesh,Muzaffarnagar,96.92
474,India,Uttar Pradesh,Noida,97.01
475,India,Uttar Pradesh,Orai,97.16
476,India,Uttar Pradesh,Pilibhit,97.3
477,India,Uttar Pradesh,Pratapgarh,97.69
478,India,Uttar Pradesh,Raebareli,97.21
479,India,Uttar Pradesh,Rampur,91.07
480,India,Uttar Pradesh,Robertsganj,97.36
481,India,Uttar Pradesh,Saharanpur,97.63
482,India,Uttar Pradesh,Sant Kabir Nagar,97.15
483,India,Uttar Pradesh,Shahjahanpur,96.64
484,India,Uttar Pradesh,Sitapur,97.34
485,India,Uttar Pradesh,Sultanpur,93.56
486,India,Uttar Pradesh,Unnao,96.73
487,India,Uttar Pradesh,Varanasi,97.61
488,India,Uttarakhand,Almora,97.54
489,India,Uttarakhand,Dehradun,97.32
490,India,Uttarakhand,Haridwar,57.01
491,India,Uttarakhand,Nainital,89.75
492,India,Uttarakhand,New Tehri,57.7
493,India,Uttarakhand,Pithoragarh,99.02
494,India,Uttarakhand,Rudrapur,96.82
